nodeID,source,destination,source_call,destination_call
17d0d3651377dcba,22,25,text-service+compose_user_mentions_client,user-mention-service+compose_user_mentions_server
3732fa7d1e6acc0e,24,27,text-service+compose_urls_client,url-shorten-service+compose_urls_server
ac5d2e6955a5860b,25,26,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_memcached_get_client
efacf224b901a395,25,29,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_mongo_find_client
7909c5e9e884e667,27,28,url-shorten-service+compose_urls_server,url-shorten-service+url_mongo_insert_client
a32354896f245e20,30,31,compose-post-service+store_post_client,post-storage-service+store_post_server
8b20493217358aad,31,32,post-storage-service+store_post_server,post-storage-service+post_storage_mongo_insert_client
eadcecb3d5889a70,33,34,compose-post-service+write_user_timeline_client,user-timeline-service+write_user_timeline_server
880032598f3283b3,34,35,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_mongo_insert_client
a30ea494ab0e6ba7,34,36,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_redis_update_client
abf1bd0aa6f8434b,37,38,compose-post-service+write_home_timeline_client,home-timeline-service+write_home_timeline_server
fd57524ca5e50631,38,39,home-timeline-service+write_home_timeline_server,home-timeline-service+get_followers_client
52c71e08e1ffe921,38,42,home-timeline-service+write_home_timeline_server,home-timeline-service+write_home_timeline_redis_update_client
1ab27fa9622b9775,39,40,home-timeline-service+get_followers_client,social-graph-service+get_followers_server
55cb4b1943b30ae7,40,41,social-graph-service+get_followers_server,social-graph-service+social_graph_redis_get_client
aa1ba684f434139d,12,12,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+/wrk2-api/post/compose
a60116832166c5f8,4,4,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+/wrk2-api/user-timeline/read
2638df6940da0865,0,43,,nginx-web-server+/wrk2-api/home-timeline/read
f2fcf16176edf615,43,44,nginx-web-server+/wrk2-api/home-timeline/read,nginx-web-server+read_home_timeline_client
7b435c0c78766e60,44,45,nginx-web-server+read_home_timeline_client,home-timeline-service+read_home_timeline_server
a7fecafeb1f72abb,45,46,home-timeline-service+read_home_timeline_server,home-timeline-service+read_home_timeline_redis_find_client
7ba8ee842a447ad5,45,8,home-timeline-service+read_home_timeline_server,post-storage-service+post_storage_read_posts_server
e71584b8ba224d8e,6,47,user-timeline-service+read_user_timeline_server,user-timeline-service+user_timeline_mongo_find_client
455f60251d09c354,6,48,user-timeline-service+read_user_timeline_server,user-timeline-service+user_timeline_redis_update_client
51ee2a2e57e2ca7f,43,43,nginx-web-server+/wrk2-api/home-timeline/read,nginx-web-server+/wrk2-api/home-timeline/read
3325aa7efa46fae0,0,49,,nginx-web-server+/api/user/login
2f84b2e7bc3312bb,49,50,nginx-web-server+/api/user/login,nginx-web-server+Login
bd8ac9b734a0d5d7,50,51,nginx-web-server+Login,user-service+login_server
1c68988d33e9accb,51,52,user-service+login_server,user-service+user_mmc_get_client
838765660d67949f,51,53,user-service+login_server,user-service+user_mongo_find_client
a227100ce36c833e,49,49,nginx-web-server+/api/user/login,nginx-web-server+/api/user/login
4c97110d26807acf,1,1,nginx-web-server+/wrk2-api/user/register,nginx-web-server+/wrk2-api/user/register
50bb644b3fa1ee62,0,51,,user-service+login_server
